candidate_fingerprint,candidate_line,brand_raw,model_raw,model_year_raw,trim_raw,status_raw,brand_id,model_ids,method,review_id
28a26c47594d,155,Geely,EX2,2026,Pro/Max (2 trims),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,geely,geely/ex2,exact_normalized,
57a55eefc910,156,Geely,GX3 Pro,2025,"Premium (2 distributor listings, same price)",SINGLE_SOURCE/CONFIRMED_MATCH_ACROSS_DISTRIBUTORS,geely,geely/gx3-pro,exact_normalized,
9c262e8d43ec,157,Geely,Emgrand,2026,Comfort/Luxury x2 distributors (4 raw trims),SINGLE_SOURCE/CONFIRMED_MATCH_ACROSS_DISTRIBUTORS,geely,geely/emgrand,exact_normalized,
0302eb428681,158,Geely,Cool Ray,2026,Comfort/Premium/GL/Sport x2 distributors (9 raw trims incl. 2 likely duplicates),SINGLE_SOURCE/DATA_QUALITY_FLAG,geely,geely/cool-ray,exact_normalized,
d8113a902e0c,159,Geely,City Ray,2026,Comfort/Premium/Sport (3 trims),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,geely,geely/city-ray,exact_normalized,
05a05e768f7f,160,Geely,Starray,2025,Comfort/Premium/Sport/Sport+ x2 distributors (8 raw trims),SINGLE_SOURCE/DATA_QUALITY_FLAG,geely,geely/starray,exact_normalized,
f59c6b3a3d77,161,Geely,EX5 EM-i,2026,Pro/Max (2 PHEV trims),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,geely,geely/ex5-em-i,exact_normalized,
ebe6f217dd70,162,Geely,EX5,2026,Pro/Max/Pro Max (3 EV trims),SINGLE_SOURCE/NAMING_DIFFERENCE,geely,geely/ex5,exact_normalized,
7933ce98e04a,163,Geely,Okavango,2025,"Premium (2 distributor listings, same price)",SINGLE_SOURCE/CONFIRMED_MATCH_ACROSS_DISTRIBUTORS,geely,geely/okavango,exact_normalized,
9e6ec22eb72c,164,Geely,Monjaro,2027,Pro/Max/Ultra/Ultra Brown (4 trims),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,geely,geely/monjaro,exact_normalized,
97de6a489267,165,Seat,Ibiza,2027,Edge/FR (2 trims),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,seat,seat/ibiza,exact_normalized,
3cf167848917,166,Seat,Ibiza,2026,Reference/FR/Black Series (3 trims),SINGLE_SOURCE/MODEL_YEAR_CONFLICT_ONLY,seat,seat/ibiza,exact_normalized,
89fcc75e99d0,167,Seat,Arona,2027,Style Plus (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,seat,seat/arona,exact_normalized,
ead03e795698,168,Seat,Arona,2026,FR / Black (1 trim),SINGLE_SOURCE/MODEL_YEAR_CONFLICT_ONLY,seat,seat/arona,exact_normalized,
4aa301467e0b,169,Seat,Leon,2026,Advance (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,seat,seat/leon,exact_normalized,
a4831c6fc4b0,170,Seat,Ateca,2026,Style Plus (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,seat,seat/ateca,exact_normalized,
89171e168535,171,Honda,ZRV,2026,Unspecified (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,honda,honda/zr-v,exact_normalized,
713d44c0623b,172,Honda,Accord,2024,Unspecified (1 trim),SINGLE_SOURCE/MODEL_YEAR_FLAG,honda,honda/accord,exact_normalized,
13e088c33f19,173,Honda,CRV,2024,Unspecified (1 trim),SINGLE_SOURCE/MODEL_YEAR_FLAG,honda,honda/cr-v,exact_normalized,
532e307be3d6,174,Mazda,CX-3,2026,Highline (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,mazda,mazda/cx-3,exact_normalized,
d29492158a9f,175,Mazda,3,2026,Highline Sedan/Highline HB (2 body styles),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,mazda,mazda/3,exact_normalized,
34de61b3bc26,176,Suzuki,Alto,2027,Standard (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,suzuki,suzuki/alto,exact_normalized,
981abeee60b9,177,Suzuki,S-Presso,2026,Unspecified (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,suzuki,suzuki/s-presso,exact_normalized,
ed5c5f3aaee1,178,Suzuki,Swift,2026,GLX/GLX Two tone (2 trims),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,suzuki,suzuki/swift,exact_normalized,
638996f77375,179,Suzuki,Swift Dzire,2026,GLX (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,suzuki,suzuki/swift-dzire,exact_normalized,
3d620c157971,180,Suzuki,Baleno,2026,Unspecified (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,suzuki,suzuki/baleno,exact_normalized,
69fd9a607e01,181,Suzuki,Fronx,2026,GL (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,suzuki,suzuki/fronx,exact_normalized,
cabc4fbe7197,182,Suzuki,Ertiga,2026,GLX (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,suzuki,suzuki/ertiga,exact_normalized,
29c4b6e95066,183,Suzuki,Jimny,2026,One tone (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,suzuki,suzuki/jimny,exact_normalized,
aeb084879b26,184,Haval,Jolion,2027,Standard/Deluxe/High Deluxe (3 trims),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,haval,haval/jolion,exact_normalized,
c7ec8bbbee12,185,Haval,Jolion Pro,2025,High Deluxe (1 trim),SINGLE_SOURCE/NAMING_DIFFERENCE,haval,haval/jolion-pro,exact_normalized,
b1f979c06b69,186,Haval,H6,2026,Platinum/ULTRA (2 trims),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,haval,haval/h6,exact_normalized,
42777ee4a232,187,Haval,H6 HEV,2026,High Deluxe (1 hybrid trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,haval,haval/h6-hev,exact_normalized,
903df94e017b,188,Haval,H7,2027,Ultra Black (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,haval,haval/h7,exact_normalized,
b247de7d0011,189,Haval,V7,2027,ULTRA HEV/ULTRA PHEV (2 trims),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,haval,haval/v7,exact_normalized,
7c6b4cc71804,190,BMW,~30 model lines (118i through 760i/i-Series/M-Series/X-Series),2022-2025,62 year-trim rows captured from ContactCars' aggregated brand pricing table,SINGLE_SOURCE/DATA_QUALITY_FLAG,bmw,,unresolved,R-b2b110b87666
a8b09cda992b,191,Volvo,EX30,2026,3 trims (EV),PRICE_CONFLICT/NAMING_DIFFERENCE,volvo,volvo/ex30,exact_normalized,
0468872d2eef,192,Volvo,XC 40,2024/2026,"Essential/Ultra Dark/Black Edition (Hatla2ee) vs Ultimate Dark (ContactCars, 1 row)",MODEL_YEAR_CONFLICT/PRICE_CONFLICT,volvo,volvo/xc-40,exact_normalized,
7d4906950427,193,Volvo,XC60 / XC 60,2026,Essential/Ultimate Dark/Black Edition (3 trims),PRICE_CONFLICT,volvo,volvo/xc60,slash_alias_same_model,
4af0992b3f04,194,Volvo,ES 90 / ES90,2026,"Ultra (1 trim, EV)",CONFIRMED_MATCH_ALL_SOURCES,volvo,volvo/es90,slash_alias_same_model,
8545d6c7d0bf,195,Volvo,EX90,2027,"Twin Motor (1 trim, EV)",CONFIRMED_MATCH_ALL_SOURCES,volvo,volvo/ex90,exact_normalized,
f0fd47863af3,196,Volvo,XC90 / XC 90,2026,Ultimate (Hatla2ee) / Ultra Bright (ContactCars),PRICE_CONFLICT/NAMING_DIFFERENCE,volvo,volvo/xc90,slash_alias_same_model,
1e4d1960fee5,197,GAC,GS3 Emzoom / EMZOOM,2026/2027,GS/GB/GL/RS Style = Comfort/Elegance/Premium/R-Style (4 trims),NAMING_DIFFERENCE/MODEL_YEAR_CONFLICT/CONFIRMED_MATCH_ACROSS_DISTRIBUTORS,gac,gac/emzoom;gac/gs3-emzoom,unresolved,R-af69206e6e11
cf3c688d1786,198,GAC,Empow,2024/2025/2027,GS/GB/GE S-Style (3 trims x multiple years),PRICE_CONFLICT/MODEL_YEAR_CONFLICT,gac,gac/empow,exact_normalized,
2d885a830199,199,GAC,GS4,2025,GS/GB/GE (3 trims),SINGLE_SOURCE/MODEL_DISCOVERY,gac,gac/gs4,exact_normalized,
1eca371539d4,200,GAC,GS4 max / GS4 Max,2026/2027,Premium + Other Trims,MODEL_YEAR_CONFLICT/PRICE_CONFLICT,gac,gac/gs4-max,slash_alias_same_model,
1420b93b4c8c,201,GAC,Aion LX / Aion Y,2026,"Comfort (1 trim, EV)",NAMING_DIFFERENCE/DATA_QUALITY_FLAG,gac,gac/aion-lx;gac/aion-y,unresolved,R-2459f17722b8
a9ce700beb80,202,GAC,Emkoo,2025,Gs/GE/GL (3 trims),SINGLE_SOURCE/MODEL_DISCOVERY,gac,gac/emkoo,exact_normalized,
dd250db13b00,203,Land Rover,Defender,2022/2026,Other Trims (2 year-rows),SINGLE_SOURCE/DATA_QUALITY_FLAG,land-rover,land-rover/defender,exact_normalized,
ce8d553eebfd,204,Land Rover,New Range Rover,2026,Other Trims (1 row),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,land-rover,land-rover/new-range-rover,exact_normalized,
64b8772716bd,205,Land Rover,Range Rover,2025/2027,Other Trims (2 year-rows),SINGLE_SOURCE/DATA_QUALITY_FLAG,land-rover,land-rover/range-rover,exact_normalized,
2cd7a41f4d01,206,Land Rover,Range Rover Evoque,2026,Other Trims (1 row),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,land-rover,land-rover/range-rover-evoque,exact_normalized,
3464dd04e2ef,207,Land Rover,Velar/Discovery/Discovery Sport/Range Rover Sport/Range Rover Vogue,2020/2021,Unspecified,MODEL_DISCOVERY/SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,land-rover,land-rover/discovery;land-rover/discovery-sport;land-rover/range-rover-sport;land-rover/range-rover-vogue;land-rover/velar,unresolved,R-728f964d0266
f9c0e505ca99,208,Opel,Grand Land,2024/2025,"Turbo H/L,Turbo X T/L,T/L Plus,Highline Plus,Topline,Topline Plus,Other Trims (8 rows)",SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,opel,opel/grandland,exact_normalized,
89e9b77d4c75,209,Opel,Grand Land,2026,Highline Plus/Topline/Topline Plus (3 trims),MODEL_YEAR_CONFLICT/PRICE_CONFLICT,opel,opel/grandland,exact_normalized,
6cd07c3b5889,210,Audi,Q2,2025,S Line,CONFIRMED_MATCH_ACROSS_DISTRIBUTORS,audi,audi/q2,exact_normalized,
1635f698bc75,211,Audi,Q2,2026,S Line,SINGLE_SOURCE,audi,audi/q2,exact_normalized,
087f83a39ce2,212,Audi,A3,2025,Sport back / S-Line (2 trims),PRICE_CONFLICT,audi,audi/a3,exact_normalized,
fd77be4f9d27,213,Audi,A3,2026,Sportback / S-Line (2 trims),SINGLE_SOURCE,audi,audi/a3,exact_normalized,
b6264c90a63e,214,Audi,Q3,2025,Advanced/S-Line/Sport back/Sport back B/L/Sport back(2.0L) (5 trims),PRICE_CONFLICT,audi,audi/q3,exact_normalized,
2db1be29c81a,215,Audi,Q3,2026,Advanced/Sport back/S-Line/Sport back B/L (4 trims),SINGLE_SOURCE,audi,audi/q3,exact_normalized,
ef69d48f74f8,216,Audi,A4,2024,S Line Plus,PRICE_CONFLICT,audi,audi/a4,exact_normalized,
426627ce8017,217,Audi,A5,2025,Advanced,SINGLE_SOURCE,audi,audi/a5,exact_normalized,
9dbea31c0405,218,Audi,A5,2026,Advanced/S-Line/S-Line PLUS (3 trims),SINGLE_SOURCE/DATA_QUALITY_FLAG,audi,audi/a5,exact_normalized,
f886c391c176,219,Audi,A6,2026,Advanced/S Line (2 trims),MODEL_YEAR_CONFLICT/PRICE_CONFLICT,audi,audi/a6,exact_normalized,
2f9dcb41aaf8,220,Audi,Q8 E-tron,2024,Automatic/Top Line/Sportback/Sportback H-L (4 trims),CONFIRMED_MATCH_ALL_SOURCES,audi,audi/q8-e-tron,exact_normalized,
b59453c0f150,221,Audi,Q7,2025,S Line/S Line Plus/S Line(3.0L) (3 trims),PRICE_CONFLICT,audi,audi/q7,exact_normalized,
030ad952eb55,222,Audi,Q7,2026,S Line/S Line Plus (2 trims),SINGLE_SOURCE,audi,audi/q7,exact_normalized,
f685878092d3,223,Audi,RS e-Tron (GT),2024/2025,Automatic (2024) / S Line (2025),DATA_QUALITY_FLAG/MODEL_YEAR_CONFLICT,audi,audi/rs-e-tron-gt,exact_normalized,
aaa30deaad68,224,Audi,Q8,2025,S Line/S Line Plus (2 trims),CONFIRMED_MATCH_ACROSS_DISTRIBUTORS,audi,audi/q8,exact_normalized,
5c8a83998dfc,225,Audi,Q8,2026,S Line/S Line Plus (2 trims),SINGLE_SOURCE/DATA_QUALITY_FLAG,audi,audi/q8,exact_normalized,
25f3fed0c77e,226,Audi,RS Q8,2024,Automatic (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,audi,audi/rs-q8,exact_normalized,
fb019652b40f,227,Audi,RS5 Coupe,2024,Automatic (1 trim),SINGLE_SOURCE/NO_OFFICIAL_PAGE_FOUND,audi,audi/rs5-coupe,exact_normalized,
4f08c834fb50,228,Audi,A8,2025,S-Line Long,CONFIRMED_MATCH_ALL_SOURCES,audi,audi/a8,exact_normalized,
8a83945f485a,229,Audi,E Tron,2024,Other Trims,SINGLE_SOURCE/MODEL_DISCOVERY,audi,audi/e-tron,exact_normalized,
279fa22ca88d,230,Porsche,Macan,2025,Automatic/T/S/GTS (4 trims),SINGLE_SOURCE/MODEL_YEAR_CONFLICT,porsche,porsche/macan,exact_normalized,
df2c42c86d7e,231,Porsche,Macan Electric,2025,Automatic/4/4S/Turbo (4 trims),SINGLE_SOURCE,porsche,porsche/macan-electric,exact_normalized,
5124caec221c,232,Porsche,718,2025,Cayman/Boxster ladder incl. GT4 RS/Spyder RS (10 trims),MODEL_YEAR_CONFLICT/DATA_QUALITY_FLAG,porsche,porsche/718,exact_normalized,
864fd0653e28,233,Porsche,Taycan,2025,Automatic through Turbo GT/Highli Turbo GT w/ Weissach (9 trims),MODEL_YEAR_CONFLICT/DATA_QUALITY_FLAG,porsche,porsche/taycan,exact_normalized,
8c850955cc44,234,Porsche,Cayenne,2025,Automatic/Coupe/S/S Coupe/GTS/GTS Coupe/Coupe Turbo GT (7 trims),MODEL_YEAR_CONFLICT,porsche,porsche/cayenne,exact_normalized,
e95b6c5eece6,235,Porsche,Panamera,2025,Automatic through Turbo S E-Hybrid (8 trims),MODEL_YEAR_CONFLICT,porsche,porsche/panamera,exact_normalized,
e163ab31788d,236,Porsche,911,2025,"Carrera/Carrera GTS ladder, A/T and Manual (8 trims)",MODEL_YEAR_CONFLICT,porsche,porsche/911,exact_normalized,
3faa8d3347e0,237,Porsche,718 Cayman GTS,2024,Other Trims,SINGLE_SOURCE/MODEL_DISCOVERY,porsche,porsche/718-cayman-gts,exact_normalized,
f4ed3a6ac1d4,238,Smart,1,2025,Pure+/Pro+/Premium/BRABUS (4 trims),PRICE_CONFLICT/NAMING_DIFFERENCE,smart,smart/1,exact_normalized,
8b2e41024547,239,Smart,3,2025,Pro+/Premium/BRABUS (3 trims),PRICE_CONFLICT/CONFIRMED_STALE_SOURCE,smart,smart/3,exact_normalized,
e5f1710d5527,240,Smart,5,2026,Pro+/Premium/BRABUS (3 trims),SINGLE_SOURCE/MODEL_DISCOVERY,smart,smart/5,exact_normalized,
6f5c64629f58,241,Exeed,LX,2027,"Luxury (1 trim, Hatla2ee) / Comfort+Luxury (2 trims, ContactCars 2026)",PRICE_CONFLICT/MODEL_YEAR_CONFLICT/MODEL_DISCOVERY,exeed,exeed/lx,exact_normalized,
e9248080a2cb,242,Exeed,ES,2027,Comfort/Flagship (2 trims),PRICE_CONFLICT/MODEL_YEAR_CONFLICT,exeed,exeed/es,exact_normalized,
365db9b4c71c,243,Exeed,RX,2027,"Automatic/Flagship (2 trims, Hatla2ee) vs Luxury/Flagship incl. paint variants (4 trims, ContactCars 2025)",PRICE_CONFLICT/MODEL_YEAR_CONFLICT/NAMING_DIFFERENCE/MODEL_DISCOVERY,exeed,exeed/rx,exact_normalized,
8c1a757bd324,244,Exeed,ET,2027,Luxury/Flagship (2 trims),PRICE_CONFLICT/MODEL_YEAR_CONFLICT,exeed,exeed/et,exact_normalized,
6de374d12851,245,Exeed,VX,2027,Luxury/Flagship (2 trims),PRICE_CONFLICT/MODEL_YEAR_CONFLICT,exeed,exeed/vx,exact_normalized,
a0345fbc0fcb,246,Lynk & Co,06,2025,Core Plus/Hyper Pro/Hyper Halo (3 trims),SINGLE_SOURCE,lynk-co,lynk-co/06,exact_normalized,
45a50677df2e,247,Lynk & Co,03,2026,Plus/Pro (2 trims),SINGLE_SOURCE,lynk-co,lynk-co/03,exact_normalized,
1ae1071df24c,248,Lynk & Co,02,2026,Halo (1 trim),SINGLE_SOURCE,lynk-co,lynk-co/02,exact_normalized,
4319e573ef07,249,Lynk & Co,08,2026,"Core/More (2 trims, PHEV)",SINGLE_SOURCE,lynk-co,lynk-co/08,exact_normalized,
f05bc10781d6,250,Lynk & Co,900,2026,"Ultra (1 trim, PHEV)",SINGLE_SOURCE,lynk-co,lynk-co/900,exact_normalized,
6d5ec89083e0,251,Genesis,GV60,2026,Dynamic/Advanced/Performance (3 trims),PRICE_CONFLICT/MODEL_YEAR_CONFLICT,genesis,genesis/gv60,exact_normalized,
d1e3cb3b2927,252,Genesis,G80,2026,"Dynamic/Advanced/Performance (3 trims, Hatla2ee gas) vs Electrified G80 (3 trims, ContactCars EV)",MODEL_DISCOVERY/NAMING_DIFFERENCE,genesis,genesis/g80,exact_normalized,
90b2e82ebed7,253,Genesis,GV70,2026,"Dynamic/Advanced (2 trims, Hatla2ee) vs Dynamic/Advanced/Other Trims (3 rows, ContactCars)",PRICE_CONFLICT/MODEL_YEAR_CONFLICT/DATA_QUALITY_FLAG,genesis,genesis/gv70,exact_normalized,
d78c2d2cf447,254,IM,IM 5,2026,Ultra Efficiency/Ultra Range/Ultra Performance (3 trims),SINGLE_SOURCE,im,im/im-5,exact_normalized,
c95916082830,255,IM,IM 6,2026,Ultra Efficiency/Ultra Range (2 trims),SINGLE_SOURCE/DATA_QUALITY_FLAG,im,im/im-6,exact_normalized,
9a7e1cbfe9f2,256,IM,LS7,2026,Ultra Performance (1 trim),SINGLE_SOURCE,im,im/ls7,exact_normalized,
b25fdfa85450,257,IM,LS9,2027,"Ultra/Opulent (2 trims, REEV)",SINGLE_SOURCE,im,im/ls9,exact_normalized,
3e376d641a1e,258,Alfa Romeo,Tonale,2025,"TI/Veloce (2 trims, both sources)",CONFIRMED_MATCH_ALL_SOURCES/NAMING_DIFFERENCE,alfa-romeo,alfa-romeo/tonale,exact_normalized,
44f03ab02c91,259,Alfa Romeo,Giulia,2025,Sprint/Veloce (2 trims),CONFIRMED_MATCH_ALL_SOURCES,alfa-romeo,alfa-romeo/giulia,exact_normalized,
62fccfb24cc0,260,Alfa Romeo,Stelvio,2026,Sprint/Veloce (2 trims),SINGLE_SOURCE/MODEL_YEAR_CONFLICT,alfa-romeo,alfa-romeo/stelvio,exact_normalized,
786830a0dd6d,261,Alfa Romeo,Stelvio,2025,Sprint/Veloce (2 trims),CONFIRMED_MATCH_ALL_SOURCES,alfa-romeo,alfa-romeo/stelvio,exact_normalized,
9a85a4e95ad7,262,Arcfox,T1,2026,Pro/Plus (2 trims),PRICE_CONFLICT,arcfox,arcfox/t1,exact_normalized,
80f3048f8afa,263,Arcfox,Kaola S,2026,Air/Pro (2 trims),PRICE_CONFLICT/NAMING_DIFFERENCE,arcfox,arcfox/kaola-s,exact_normalized,
9aae465634de,264,Arcfox,Alpha S5,2026,Air/Pro (2 trims),PRICE_CONFLICT/CONFIRMED_MATCH_ALL_SOURCES(Air only),arcfox,arcfox/alpha-s5,exact_normalized,
b2eb24349472,265,Arcfox,Alpha T5,2026,Air/Pro (2 trims),PRICE_CONFLICT,arcfox,arcfox/alpha-t5,exact_normalized,
2f0bece06a69,266,Avatr,07,2027,Luxury/Premium/Premium Vision (3 trims),MODEL_DISCOVERY/MODEL_YEAR_CONFLICT,avatr,avatr/07,exact_normalized,
361fc7f11e14,267,Avatr,11,2026,Luxury/Performance/Premium (Hatla2ee) vs RWD/AWD by seat count (ContactCars),PRICE_CONFLICT/NAMING_DIFFERENCE,avatr,avatr/11,exact_normalized,
7411256324fb,268,Avatr,12,2026,"Luxury/GT (2 trims, Hatla2ee) vs Luxury/GT/Other Trims (3 rows, ContactCars)",PRICE_CONFLICT/MODEL_DISCOVERY,avatr,avatr/12,exact_normalized,
44b6ea99b5dc,269,Citroën,C3 Aircross,2027,Plus (1 trim),MODEL_DISCOVERY,citroen,citroen/c3-aircross,exact_normalized,
6c5fd15ca27a,270,Citroën,C4X,2026,"Feel/Shine (2 trims, Hatla2ee) vs Feel/Shine/Other Trims (3 rows, ContactCars)",PRICE_CONFLICT/MODEL_DISCOVERY,citroen,citroen/c4-x,exact_normalized,
ba6f190dad4f,271,Citroën,C4,2027,Shine Two Tone (1 trim),PRICE_CONFLICT/MODEL_YEAR_CONFLICT/MODEL_DISCOVERY/NAMING_DIFFERENCE,citroen,citroen/c4,exact_normalized,
d697cad9a4a8,272,Citroën,C5 Aircross,2027,Advanced/Ultimate (2 trims),SINGLE_SOURCE/MODEL_YEAR_CONFLICT,citroen,citroen/c5-aircross,exact_normalized,
91a4ea369f07,273,Citroën,C5 Aircross,2026,"Shine Entry/Shine (2 trims, Hatla2ee) vs Shine Entry/Shine/Other Trims (3 rows, ContactCars) + a separate 'C5' line",PRICE_CONFLICT/MODEL_DISCOVERY/NAMING_DIFFERENCE,citroen,citroen/c5-aircross,exact_normalized,
31fee7dbeb36,274,Dongfeng,Box,2026,330/430 (2 trims),MODEL_DISCOVERY,dongfeng,dongfeng/box,exact_normalized,
f136619fb535,275,Dongfeng,Mage,2026,Highline/Signature (2 trims),MODEL_DISCOVERY,dongfeng,dongfeng/mage,exact_normalized,
dd86d7c777ec,276,Dongfeng,Shine,2026,Advance/Sport (2 trims),MODEL_DISCOVERY,dongfeng,dongfeng/shine,exact_normalized,
df899f0987f5,277,Dongfeng,007,2026,(REEV) (1 trim),MODEL_DISCOVERY,dongfeng,dongfeng/007,exact_normalized,
1a159166887a,278,Dongfeng,008,2026,"Luxury (1 trim, REEV)",MODEL_DISCOVERY,dongfeng,dongfeng/008,exact_normalized,
8d0fcfa42951,279,Dongfeng,Aeolus e70 pro / Aeolus A30 / HUGE-Hybrid,2023-2024,E70 pro / SHINE Limited Edition / Hybrid (incl. Special Color) (4 rows),MODEL_DISCOVERY,dongfeng,dongfeng/aeolus-a30;dongfeng/aeolus-e70-pro;dongfeng/huge-hybrid,unresolved,R-233f7d8a4578
83e883845350,280,Mini,Cooper,2027,C-Classic/C-JCW/S-JWC (3 base trims) + JCW Convertible (1 trim),PRICE_CONFLICT/MODEL_YEAR_CONFLICT/CONFIRMED_STALE_SOURCE,mini,mini/cooper,exact_normalized,
a22d5d718f3c,281,Mini,Countryman,2027,C/E-Favoured/E-JWC/JCW ALL4 (4 trims),PRICE_CONFLICT/MODEL_YEAR_CONFLICT/CONFIRMED_STALE_SOURCE,mini,mini/countryman,exact_normalized,
5e5e1affef03,282,Soueast,S 05,2027,Highline (1 trim),SINGLE_SOURCE/NO_CROSS_CHECK,soueast,soueast/s-05,exact_normalized,
87d4d17c84f7,283,Soueast,S 06,2027,Highline/Premium/Intelligent DM-i (3 trims),SINGLE_SOURCE/NO_CROSS_CHECK,soueast,soueast/s-06,exact_normalized,
8d5bbc3b0493,284,Soueast,S 07,2027,Highline/Premium (2 trims),SINGLE_SOURCE/NO_CROSS_CHECK,soueast,soueast/s-07,exact_normalized,
12060b95d437,285,Soueast,S 09,2027,Premium (1 trim),SINGLE_SOURCE/NO_CROSS_CHECK,soueast,soueast/s-09,exact_normalized,
aa7f269901a3,286,Soueast,S08,2027,Intelligent DM-i (1 trim),SINGLE_SOURCE/NO_CROSS_CHECK,soueast,soueast/s08,exact_normalized,
6f60cef7283a,287,Zeekr,X,2025,Long Range/Performance (2 trims),SINGLE_SOURCE/NO_CROSS_CHECK,zeekr,zeekr/x,exact_normalized,
d6750120414e,288,Zeekr,7X,2026,Standard/Long Range/Performance (3 trims),SINGLE_SOURCE/NO_CROSS_CHECK,zeekr,zeekr/7x,exact_normalized,
1b32652b2b9a,289,Zeekr,001,2025,Long Range/Privilege AWD/Performance AWD (3 trims),SINGLE_SOURCE/NO_CROSS_CHECK,zeekr,zeekr/001,exact_normalized,
b3c7e1b0aa3b,290,Kaiyi,E5,2026,Comfort/Premium/Flagship (3 trims),DATA_QUALITY_FLAG/SINGLE_SOURCE/NO_CROSS_CHECK,kaiyi,kaiyi/e5,exact_normalized,
7186d0ef63e1,291,Kaiyi,X3 Pro,2026,Top Line/Flagship (2 trims),SINGLE_SOURCE/NO_CROSS_CHECK,kaiyi,kaiyi/x3-pro,exact_normalized,
c6f59f8330c1,292,Kaiyi,X7,2026,Flagship (gas)/Flagship PHEV (2 trims),SINGLE_SOURCE/NO_CROSS_CHECK,kaiyi,kaiyi/x7,exact_normalized,
391207572829,293,Cupra,Leon,2026,Automatic (1 trim),CONFIRMED_MATCH_ALL_SOURCES,cupra,cupra/leon,exact_normalized,
7299e83ccdff,294,Cupra,Formentor,2026,base/VZ (2 trims),CONFIRMED_MATCH_ALL_SOURCES,cupra,cupra/formentor,exact_normalized,
628bf20c4688,295,Cupra,Terramar,2026,IMPULSE/CONTROL (2 trims),CONFIRMED_MATCH_ALL_SOURCES,cupra,cupra/terramar,exact_normalized,
fe4e3040861d,296,Cupra,Terramar,2025,IMPULSE/CONTROL (2 trims),SINGLE_SOURCE/MODEL_YEAR_CONFLICT,cupra,cupra/terramar,exact_normalized,
2601b61aa64e,297,Forthing,T5,2027,EVO/EV/REEV (3 trims),CONFIRMED_MATCH_ALL_SOURCES/NAMING_DIFFERENCE,forthing,forthing/t5,exact_normalized,
303fe720ea22,298,Forthing,S7,2027,EV/REEV (2 trims),CONFIRMED_MATCH_ALL_SOURCES,forthing,forthing/s7,exact_normalized,
69cbaca38b10,299,Forthing,U-Tour,2027,Exclusive (1 trim),CONFIRMED_MATCH_ALL_SOURCES,forthing,forthing/u-tour,exact_normalized,
e7755fec4503,300,Forthing,V9,2027,PHEV (1 trim),CONFIRMED_MATCH_ALL_SOURCES,forthing,forthing/v9,exact_normalized,
7f703d2f8af9,301,Jac,S2,2026,Smart (1 trim),PRICE_CONFLICT/NAMING_DIFFERENCE,jac,jac/s2,exact_normalized,
baa0e7cfe4ff,302,Jac,J7,2026,Ultimate (1 trim),PRICE_CONFLICT/MODEL_YEAR_CONFLICT,jac,jac/j7,exact_normalized,
dbebe182b400,303,Jac,JS4,2026,Ultimat[e] (1 trim),PRICE_CONFLICT/MODEL_YEAR_CONFLICT,jac,jac/js4,exact_normalized,
4f334003bb17,304,Jac,JS6,2026,LIMITED/Flagship (2 trims),CONFIRMED_MATCH_ALL_SOURCES,jac,jac/js6,exact_normalized,
877fc2e14f10,305,Jac,JS8 PRO,2026,Limited/Flagship (2 trims),CONFIRMED_MATCH_ALL_SOURCES,jac,jac/js8-pro,exact_normalized,
dbb5f3fcd1c2,306,KGM,Torres,2026,comfort/advanced/Premium/Luxury/adventure plus 4x4 (5 trims),CONFIRMED_MATCH_ALL_SOURCES,kgm,kgm/torres,exact_normalized,
